"","diff","response","ppt"
"1416",-20,0,2
"1417",-20,0,2
"1418",-20,0,2
"1419",-20,0,2
"1420",-20,0,2
"1421",-20,0,2
"1422",-20,0,2
"1423",-20,0,2
"1424",-20,0,2
"1425",-20,0,2
"1426",-20,0,2
"1427",-20,0,2
"1428",-20,0,2
"1429",-20,0,2
"1430",-20,0,2
"1431",-20,0,2
"1432",-20,0,2
"1433",-20,0,2
"1434",-20,0,2
"1435",-20,0,2
"1436",-20,0,2
"1437",-20,0,2
"1438",-20,0,2
"1439",-20,0,2
"1440",-20,0,2
"1441",-20,0,2
"1442",-20,0,2
"1443",-20,0,2
"1444",-20,0,2
"1445",-20,0,2
"1446",-20,0,2
"1447",-20,1,2
"1448",-20,0,2
"1449",-20,0,2
"1450",-20,0,2
"1451",-20,0,2
"1452",-20,0,2
"1453",-20,0,2
"1454",-20,0,2
"1455",-20,0,2
"1456",-20,0,2
"1457",-20,0,2
"1458",-20,0,2
"1459",-20,0,2
"1460",-20,0,2
"1461",-20,0,2
"1462",-20,0,2
"1463",-20,0,2
"1464",-20,0,2
"1465",-20,0,2
"1466",-20,0,2
"1467",-20,0,2
"1468",-20,0,2
"1469",-20,0,2
"1470",-20,0,2
"1471",-20,0,2
"1472",-20,0,2
"1473",-20,0,2
"1474",-20,0,2
"1475",-20,0,2
"1476",-20,0,2
"1477",-20,0,2
"1478",-20,0,2
"1479",-20,0,2
"1480",-20,0,2
"1481",-20,1,2
"1482",-20,0,2
"1483",-20,0,2
"1484",-20,0,2
"1485",-20,0,2
"1486",-20,0,2
"1487",-20,0,2
"1488",-20,0,2
"1489",-20,0,2
"1490",-20,0,2
"1491",-20,0,2
"1492",-20,0,2
"1493",-20,0,2
"1494",-20,0,2
"1495",-20,0,2
"1496",-20,0,2
"1497",-20,0,2
"1498",-20,0,2
"1499",-20,0,2
"1500",-20,0,2
"1501",-10,0,2
"1502",-10,0,2
"1503",-10,0,2
"1504",-10,0,2
"1505",-10,0,2
"1506",-10,0,2
"1507",-10,0,2
"1508",-10,0,2
"1509",-10,0,2
"1510",-10,0,2
"1511",-10,0,2
"1512",-10,0,2
"1513",-10,0,2
"1514",-10,0,2
"1515",-10,0,2
"1516",-10,0,2
"1517",-10,0,2
"1518",-10,0,2
"1519",-10,0,2
"1520",-10,0,2
"1521",-10,0,2
"1522",-10,1,2
"1523",-10,0,2
"1524",-10,0,2
"1525",-10,0,2
"1526",-10,0,2
"1527",-10,0,2
"1528",-10,0,2
"1529",-10,0,2
"1530",-10,0,2
"1531",-10,0,2
"1532",-10,0,2
"1533",-10,0,2
"1534",-10,0,2
"1535",-10,0,2
"1536",-10,0,2
"1537",-10,0,2
"1538",-10,0,2
"1539",-10,0,2
"1540",-10,0,2
"1541",-10,0,2
"1542",-10,0,2
"1543",-10,0,2
"1544",-10,1,2
"1545",-10,1,2
"1546",-10,0,2
"1547",-10,0,2
"1548",-10,0,2
"1549",-10,0,2
"1550",-10,0,2
"1551",-10,1,2
"1552",-10,0,2
"1553",-10,0,2
"1554",-10,0,2
"1555",-10,0,2
"1556",-10,0,2
"1557",-10,0,2
"1558",-10,1,2
"1559",-10,0,2
"1560",-10,0,2
"1561",-10,0,2
"1562",-10,0,2
"1563",-10,0,2
"1564",-10,0,2
"1565",-10,0,2
"1566",-10,1,2
"1567",-10,0,2
"1568",-10,1,2
"1569",-10,0,2
"1570",-10,0,2
"1571",-10,0,2
"1572",-10,0,2
"1573",-10,0,2
"1574",-10,0,2
"1575",-10,0,2
"1576",-10,0,2
"1577",-10,0,2
"1578",-10,0,2
"1579",-10,0,2
"1580",-10,0,2
"1581",-10,0,2
"1582",-10,0,2
"1583",-10,1,2
"1584",-10,0,2
"1585",-10,0,2
"1586",-10,0,2
"1587",-10,0,2
"1588",-10,0,2
"1589",-10,0,2
"1590",-10,0,2
"1591",-10,1,2
"1592",-10,0,2
"1593",-10,0,2
"1594",-10,0,2
"1595",-10,0,2
"1596",-10,0,2
"1597",-10,0,2
"1598",-10,0,2
"1599",-10,0,2
"1600",-10,0,2
"1601",0,0,2
"1602",0,1,2
"1603",0,0,2
"1604",0,1,2
"1605",0,1,2
"1606",0,0,2
"1607",0,0,2
"1608",0,0,2
"1609",0,0,2
"1610",0,0,2
"1611",0,0,2
"1612",0,0,2
"1613",0,0,2
"1614",0,0,2
"1615",0,0,2
"1616",0,0,2
"1617",0,0,2
"1618",0,0,2
"1619",0,0,2
"1620",0,0,2
"1621",0,0,2
"1622",0,1,2
"1623",0,0,2
"1624",0,1,2
"1625",0,0,2
"1626",0,0,2
"1627",0,0,2
"1628",0,0,2
"1629",0,0,2
"1630",0,0,2
"1631",0,0,2
"1632",0,0,2
"1633",0,0,2
"1634",0,1,2
"1635",0,0,2
"1636",0,0,2
"1637",0,0,2
"1638",0,0,2
"1639",0,0,2
"1640",0,0,2
"1641",0,0,2
"1642",0,0,2
"1643",0,1,2
"1644",0,1,2
"1645",0,0,2
"1646",0,0,2
"1647",0,0,2
"1648",0,0,2
"1649",0,0,2
"1650",0,0,2
"1651",0,0,2
"1652",0,0,2
"1653",0,0,2
"1654",0,0,2
"1655",0,0,2
"1656",0,0,2
"1657",0,0,2
"1658",0,0,2
"1659",0,0,2
"1660",0,0,2
"1661",0,0,2
"1662",0,0,2
"1663",0,0,2
"1664",0,0,2
"1665",0,1,2
"1666",0,0,2
"1667",0,0,2
"1668",0,0,2
"1669",0,0,2
"1670",0,0,2
"1671",0,0,2
"1672",0,1,2
"1673",0,0,2
"1674",0,0,2
"1675",0,0,2
"1676",0,0,2
"1677",0,0,2
"1678",0,0,2
"1679",0,0,2
"1680",0,0,2
"1681",0,0,2
"1682",0,0,2
"1683",0,0,2
"1684",0,0,2
"1685",0,0,2
"1686",0,0,2
"1687",0,0,2
"1688",0,0,2
"1689",0,0,2
"1690",0,0,2
"1691",0,0,2
"1692",0,1,2
"1693",0,0,2
"1694",0,0,2
"1695",0,0,2
"1696",0,0,2
"1697",0,0,2
"1698",0,0,2
"1699",0,0,2
"1700",0,0,2
"1701",10,0,2
"1702",10,1,2
"1703",10,0,2
"1704",10,0,2
"1705",10,0,2
"1706",10,1,2
"1707",10,0,2
"1708",10,0,2
"1709",10,0,2
"1710",10,0,2
"1711",10,1,2
"1712",10,0,2
"1713",10,0,2
"1714",10,0,2
"1715",10,0,2
"1716",10,0,2
"1717",10,0,2
"1718",10,1,2
"1719",10,1,2
"1720",10,1,2
"1721",10,0,2
"1722",10,0,2
"1723",10,0,2
"1724",10,1,2
"1725",10,0,2
"1726",10,0,2
"1727",10,0,2
"1728",10,0,2
"1729",10,1,2
"1730",10,1,2
"1731",10,0,2
"1732",10,0,2
"1733",10,1,2
"1734",10,1,2
"1735",10,0,2
"1736",10,1,2
"1737",10,0,2
"1738",10,1,2
"1739",10,0,2
"1740",10,1,2
"1741",10,0,2
"1742",10,0,2
"1743",10,1,2
"1744",10,1,2
"1745",10,1,2
"1746",10,0,2
"1747",10,0,2
"1748",10,1,2
"1749",10,0,2
"1750",10,1,2
"1751",10,0,2
"1752",10,0,2
"1753",10,1,2
"1754",10,0,2
"1755",10,0,2
"1756",10,0,2
"1757",10,1,2
"1758",10,0,2
"1759",10,0,2
"1760",10,1,2
"1761",10,1,2
"1762",10,0,2
"1763",10,0,2
"1764",10,0,2
"1765",10,1,2
"1766",10,0,2
"1767",10,1,2
"1768",10,1,2
"1769",10,0,2
"1770",10,0,2
"1771",10,1,2
"1772",10,0,2
"1773",10,0,2
"1774",10,0,2
"1775",10,0,2
"1776",10,1,2
"1777",10,0,2
"1778",10,0,2
"1779",10,1,2
"1780",10,1,2
"1781",10,1,2
"1782",10,0,2
"1783",10,1,2
"1784",10,1,2
"1785",10,0,2
"1786",10,1,2
"1787",10,0,2
"1788",10,0,2
"1789",10,0,2
"1790",10,0,2
"1791",10,0,2
"1792",10,0,2
"1793",10,1,2
"1794",10,1,2
"1795",10,0,2
"1796",10,0,2
"1797",10,1,2
"1798",10,0,2
"1799",10,0,2
"1800",10,1,2
"1801",20,1,2
"1802",20,1,2
"1803",20,1,2
"1804",20,1,2
"1805",20,1,2
"1806",20,0,2
"1807",20,1,2
"1808",20,1,2
"1809",20,0,2
"1810",20,1,2
"1811",20,1,2
"1812",20,0,2
"1813",20,0,2
"1814",20,1,2
"1815",20,1,2
"1816",20,1,2
"1817",20,1,2
"1818",20,1,2
"1819",20,1,2
"1820",20,1,2
"1821",20,1,2
"1822",20,1,2
"1823",20,1,2
"1824",20,1,2
"1825",20,0,2
"1826",20,1,2
"1827",20,1,2
"1828",20,0,2
"1829",20,1,2
"1830",20,0,2
"1831",20,1,2
"1832",20,1,2
"1833",20,1,2
"1834",20,1,2
"1835",20,1,2
"1836",20,1,2
"1837",20,0,2
"1838",20,1,2
"1839",20,1,2
"1840",20,1,2
"1841",20,1,2
"1842",20,1,2
"1843",20,1,2
"1844",20,1,2
"1845",20,0,2
"1846",20,1,2
"1847",20,0,2
"1848",20,1,2
"1849",20,1,2
"1850",20,1,2
"1851",20,1,2
"1852",20,1,2
"1853",20,1,2
"1854",20,1,2
"1855",20,1,2
"1856",20,1,2
"1857",20,1,2
"1858",20,1,2
"1859",20,0,2
"1860",20,1,2
"1861",20,1,2
"1862",20,1,2
"1863",20,1,2
"1864",20,1,2
"1865",20,1,2
"1866",20,0,2
"1867",20,1,2
"1868",20,1,2
"1869",20,1,2
"1870",20,1,2
"1871",20,1,2
"1872",20,0,2
"1873",20,1,2
"1874",20,1,2
"1875",20,0,2
"1876",20,1,2
"1877",20,1,2
"1878",20,1,2
"1879",20,1,2
"1880",20,0,2
"1881",20,1,2
"1882",20,1,2
"1883",20,0,2
"1884",20,0,2
"1885",20,1,2
"1886",20,1,2
"1887",20,1,2
"1888",20,1,2
"1889",20,1,2
"1890",20,1,2
"1891",20,1,2
"1892",20,1,2
"1893",20,1,2
"1894",20,1,2
"1895",20,1,2
"1896",20,1,2
"1897",20,1,2
"1898",20,1,2
"1899",20,1,2
"1900",20,1,2
"1901",30,1,2
"1902",30,1,2
"1903",30,1,2
"1904",30,0,2
"1905",30,1,2
"1906",30,1,2
"1907",30,0,2
"1908",30,0,2
"1909",30,1,2
"1910",30,1,2
"1911",30,1,2
"1912",30,1,2
"1913",30,1,2
"1914",30,1,2
"1915",30,1,2
"1916",30,1,2
"1917",30,1,2
"1918",30,1,2
"1919",30,1,2
"1920",30,1,2
"1921",30,1,2
"1922",30,1,2
"1923",30,1,2
"1924",30,1,2
"1925",30,1,2
"1926",30,1,2
"1927",30,1,2
"1928",30,0,2
"1929",30,1,2
"1930",30,1,2
"1931",30,1,2
"1932",30,1,2
"1933",30,1,2
"1934",30,1,2
"1935",30,1,2
"1936",30,1,2
"1937",30,0,2
"1938",30,1,2
"1939",30,1,2
"1940",30,1,2
"1941",30,1,2
"1942",30,1,2
"1943",30,1,2
"1944",30,1,2
"1945",30,0,2
"1946",30,1,2
"1947",30,1,2
"1948",30,1,2
"1949",30,1,2
"1950",30,1,2
"1951",30,1,2
"1952",30,1,2
"1953",30,1,2
"1954",30,1,2
"1955",30,1,2
"1956",30,1,2
"1957",30,0,2
"1958",30,1,2
"1959",30,1,2
"1960",30,1,2
"1961",30,1,2
"1962",30,1,2
"1963",30,1,2
"1964",30,1,2
"1965",30,1,2
"1966",30,1,2
"1967",30,1,2
"1968",30,1,2
"1969",30,1,2
"1970",30,1,2
"1971",30,1,2
"1972",30,1,2
"1973",30,1,2
"1974",30,0,2
"1975",30,1,2
"1976",30,1,2
"1977",30,1,2
"1978",30,1,2
"1979",30,1,2
"1980",30,1,2
"1981",30,1,2
"1982",30,0,2
"1983",30,1,2
"1984",30,1,2
"1985",30,1,2
"1986",30,0,2
"1987",30,1,2
"1988",30,1,2
"1989",30,1,2
"1990",30,1,2
"1991",30,1,2
"1992",30,1,2
"1993",30,1,2
"1994",30,1,2
"1995",30,1,2
"1996",30,1,2
"1997",30,1,2
"1998",30,1,2
"1999",30,1,2
"2000",30,1,2
"2001",40,1,2
"2002",40,1,2
"2003",40,1,2
"2004",40,1,2
"2005",40,1,2
"2006",40,1,2
"2007",40,1,2
"2008",40,1,2
"2009",40,1,2
"2010",40,1,2
"2011",40,1,2
"2012",40,1,2
"2013",40,1,2
"2014",40,1,2
"2015",40,1,2
"2016",40,1,2
"2017",40,1,2
"2018",40,0,2
"2019",40,1,2
"2020",40,1,2
"2021",40,0,2
"2022",40,1,2
"2023",40,1,2
"2024",40,1,2
"2025",40,1,2
"2026",40,1,2
"2027",40,1,2
"2028",40,0,2
"2029",40,1,2
"2030",40,1,2
"2031",40,1,2
"2032",40,1,2
"2033",40,1,2
"2034",40,1,2
"2035",40,1,2
"2036",40,1,2
"2037",40,1,2
"2038",40,0,2
"2039",40,1,2
"2040",40,1,2
"2041",40,1,2
"2042",40,1,2
"2043",40,1,2
"2044",40,0,2
"2045",40,1,2
"2046",40,1,2
"2047",40,1,2
"2048",40,1,2
"2049",40,1,2
"2050",40,1,2
"2051",40,1,2
"2052",40,1,2
"2053",40,1,2
"2054",40,1,2
"2055",40,1,2
"2056",40,1,2
"2057",40,1,2
"2058",40,1,2
"2059",40,1,2
"2060",40,1,2
"2061",40,1,2
"2062",40,1,2
"2063",40,1,2
"2064",40,1,2
"2065",40,1,2
"2066",40,1,2
"2067",40,1,2
"2068",40,1,2
"2069",40,1,2
"2070",40,0,2
"2071",40,1,2
"2072",40,1,2
"2073",40,1,2
"2074",40,1,2
"2075",40,1,2
"2076",40,1,2
"2077",40,1,2
"2078",40,1,2
"2079",40,1,2
"2080",40,1,2
"2081",40,1,2
"2082",40,1,2
"2083",40,1,2
"2084",40,1,2
"2085",40,1,2
"2086",40,1,2
"2087",40,0,2
"2088",40,0,2
"2089",40,1,2
"2090",40,1,2
"2091",40,0,2
"2092",40,1,2
"2093",40,1,2
"2094",40,1,2
"2095",40,1,2
"2096",40,1,2
"2097",40,1,2
"2098",40,1,2
"2099",40,1,2
"2100",40,1,2
"2101",50,1,2
"2102",50,1,2
"2103",50,1,2
"2104",50,1,2
"2105",50,1,2
"2106",50,1,2
"2107",50,1,2
"2108",50,1,2
"2109",50,1,2
"2110",50,1,2
"2111",50,1,2
"2112",50,1,2
"2113",50,1,2
"2114",50,1,2
"2115",50,1,2
"2116",50,1,2
"2117",50,1,2
"2118",50,1,2
"2119",50,1,2
"2120",50,1,2
"2121",50,1,2
"2122",50,1,2
"2123",50,1,2
"2124",50,1,2
"2125",50,1,2
"2126",50,1,2
"2127",50,1,2
"2128",50,1,2
"2129",50,1,2
"2130",50,1,2
"2131",50,1,2
"2132",50,1,2
"2133",50,1,2
"2134",50,1,2
"2135",50,1,2
"2136",50,1,2
"2137",50,1,2
"2138",50,1,2
"2139",50,1,2
"2140",50,1,2
"2141",50,1,2
"2142",50,0,2
"2143",50,1,2
"2144",50,1,2
"2145",50,1,2
"2146",50,1,2
"2147",50,1,2
"2148",50,1,2
"2149",50,1,2
"2150",50,1,2
"2151",50,1,2
"2152",50,1,2
"2153",50,1,2
"2154",50,1,2
"2155",50,1,2
"2156",50,1,2
"2157",50,1,2
"2158",50,1,2
"2159",50,1,2
"2160",50,1,2
"2161",50,1,2
"2162",50,1,2
"2163",50,1,2
"2164",50,1,2
"2165",50,1,2
"2166",50,1,2
"2167",50,1,2
"2168",50,1,2
"2169",50,0,2
"2170",50,1,2
"2171",50,1,2
"2172",50,1,2
"2173",50,1,2
"2174",50,1,2
"2175",50,1,2
"2176",50,1,2
"2177",50,1,2
"2178",50,1,2
"2179",50,1,2
"2180",50,1,2
"2181",50,1,2
"2182",50,1,2
"2183",50,1,2
"2184",50,1,2
"2185",50,1,2
"2186",50,1,2
"2187",50,1,2
"2188",50,1,2
"2189",50,1,2
"2190",50,1,2
"2191",50,1,2
"2192",50,1,2
"2193",50,1,2
"2194",50,1,2
"2195",50,1,2
"2196",50,1,2
"2197",50,1,2
"2198",50,1,2
"2199",50,1,2
"2200",50,1,2
"2201",-50,0,3
"2202",-50,0,3
"2203",-50,0,3
"2204",-50,0,3
"2205",-50,0,3
"2206",-50,0,3
"2207",-50,0,3
"2208",-50,0,3
"2209",-50,0,3
"2210",-50,0,3
"2211",-50,0,3
"2212",-50,0,3
"2213",-50,0,3
"2214",-50,0,3
"2215",-50,0,3
"2216",-50,0,3
"2217",-50,0,3
"2218",-50,0,3
"2219",-50,0,3
"2220",-50,0,3
"2221",-50,0,3
"2222",-50,0,3
"2223",-50,0,3
"2224",-50,0,3
"2225",-50,0,3
"2226",-50,0,3
"2227",-50,0,3
"2228",-50,0,3
"2229",-50,0,3
"2230",-50,0,3
"2231",-50,0,3
"2232",-50,0,3
"2233",-50,0,3
"2234",-50,0,3
"2235",-50,0,3
"2236",-50,0,3
"2237",-50,0,3
"2238",-50,0,3
"2239",-50,0,3
"2240",-50,0,3
"2241",-50,0,3
"2242",-50,0,3
"2243",-50,0,3
"2244",-50,0,3
"2245",-50,0,3
"2246",-50,0,3
"2247",-50,0,3
"2248",-50,0,3
"2249",-50,0,3
"2250",-50,0,3
"2251",-50,0,3
"2252",-50,0,3
"2253",-50,0,3
"2254",-50,0,3
"2255",-50,0,3
"2256",-50,0,3
"2257",-50,0,3
"2258",-50,0,3
"2259",-50,0,3
"2260",-50,0,3
"2261",-50,0,3
"2262",-50,0,3
"2263",-50,0,3
"2264",-50,0,3
"2265",-50,0,3
"2266",-50,0,3
"2267",-50,0,3
"2268",-50,0,3
"2269",-50,0,3
"2270",-50,0,3
"2271",-50,0,3
"2272",-50,0,3
"2273",-50,0,3
"2274",-50,0,3
"2275",-50,0,3
"2276",-50,0,3
"2277",-50,0,3
"2278",-50,0,3
"2279",-50,0,3
"2280",-50,0,3
"2281",-50,0,3
"2282",-50,0,3
"2283",-50,0,3
"2284",-50,0,3
"2285",-50,0,3
"2286",-50,0,3
"2287",-50,0,3
"2288",-50,0,3
"2289",-50,0,3
"2290",-50,0,3
"2291",-50,0,3
"2292",-50,0,3
"2293",-50,0,3
"2294",-50,0,3
"2295",-50,0,3
"2296",-50,0,3
"2297",-50,0,3
"2298",-50,0,3
"2299",-50,0,3
"2300",-50,0,3
"2301",-40,0,3
"2302",-40,0,3
"2303",-40,0,3
"2304",-40,0,3
"2305",-40,0,3
"2306",-40,0,3
"2307",-40,0,3
"2308",-40,0,3
"2309",-40,0,3
"2310",-40,0,3
"2311",-40,0,3
"2312",-40,1,3
"2313",-40,0,3
"2314",-40,0,3
"2315",-40,0,3
"2316",-40,0,3
"2317",-40,0,3
"2318",-40,0,3
"2319",-40,1,3
"2320",-40,0,3
"2321",-40,0,3
"2322",-40,1,3
"2323",-40,0,3
"2324",-40,0,3
"2325",-40,0,3
"2326",-40,0,3
"2327",-40,0,3
"2328",-40,0,3
"2329",-40,0,3
"2330",-40,0,3
"2331",-40,0,3
"2332",-40,0,3
"2333",-40,0,3
"2334",-40,0,3
"2335",-40,0,3
"2336",-40,0,3
"2337",-40,1,3
"2338",-40,0,3
"2339",-40,0,3
"2340",-40,0,3
"2341",-40,0,3
"2342",-40,0,3
"2343",-40,0,3
"2344",-40,0,3
"2345",-40,0,3
"2346",-40,0,3
"2347",-40,0,3
"2348",-40,0,3
"2349",-40,0,3
"2350",-40,0,3
"2351",-40,0,3
"2352",-40,0,3
"2353",-40,0,3
"2354",-40,0,3
"2355",-40,0,3
"2356",-40,0,3
"2357",-40,0,3
"2358",-40,0,3
"2359",-40,0,3
"2360",-40,0,3
"2361",-40,0,3
"2362",-40,0,3
"2363",-40,0,3
"2364",-40,0,3
"2365",-40,0,3
"2366",-40,0,3
"2367",-40,0,3
"2368",-40,0,3
"2369",-40,0,3
"2370",-40,0,3
"2371",-40,0,3
"2372",-40,0,3
"2373",-40,0,3
"2374",-40,0,3
"2375",-40,0,3
"2376",-40,0,3
"2377",-40,0,3
"2378",-40,0,3
"2379",-40,0,3
"2380",-40,0,3
"2381",-40,0,3
"2382",-40,0,3
"2383",-40,0,3
"2384",-40,0,3
"2385",-40,0,3
"2386",-40,0,3
"2387",-40,0,3
"2388",-40,0,3
"2389",-40,0,3
"2390",-40,0,3
"2391",-40,0,3
"2392",-40,0,3
"2393",-40,0,3
"2394",-40,1,3
"2395",-40,0,3
"2396",-40,0,3
"2397",-40,0,3
"2398",-40,0,3
"2399",-40,0,3
"2400",-40,0,3
"2401",-30,0,3
"2402",-30,0,3
"2403",-30,0,3
"2404",-30,0,3
"2405",-30,0,3
"2406",-30,0,3
"2407",-30,0,3
"2408",-30,0,3
"2409",-30,0,3
"2410",-30,0,3
"2411",-30,0,3
"2412",-30,0,3
"2413",-30,0,3
"2414",-30,0,3
"2415",-30,0,3
"2416",-30,0,3
"2417",-30,0,3
"2418",-30,0,3
"2419",-30,0,3
"2420",-30,0,3
"2421",-30,0,3
"2422",-30,0,3
"2423",-30,0,3
"2424",-30,0,3
"2425",-30,0,3
"2426",-30,0,3
"2427",-30,0,3
"2428",-30,0,3
"2429",-30,0,3
"2430",-30,0,3
"2431",-30,1,3
"2432",-30,0,3
"2433",-30,0,3
"2434",-30,0,3
"2435",-30,0,3
"2436",-30,0,3
"2437",-30,0,3
"2438",-30,0,3
"2439",-30,0,3
"2440",-30,0,3
"2441",-30,1,3
"2442",-30,0,3
"2443",-30,0,3
"2444",-30,0,3
"2445",-30,0,3
"2446",-30,0,3
"2447",-30,0,3
"2448",-30,0,3
"2449",-30,0,3
"2450",-30,0,3
"2451",-30,0,3
"2452",-30,0,3
"2453",-30,0,3
"2454",-30,0,3
"2455",-30,1,3
"2456",-30,0,3
"2457",-30,0,3
"2458",-30,1,3
"2459",-30,0,3
"2460",-30,0,3
"2461",-30,0,3
"2462",-30,0,3
"2463",-30,0,3
"2464",-30,0,3
"2465",-30,0,3
"2466",-30,0,3
"2467",-30,0,3
"2468",-30,0,3
"2469",-30,0,3
"2470",-30,0,3
"2471",-30,0,3
"2472",-30,0,3
"2473",-30,0,3
"2474",-30,0,3
"2475",-30,0,3
"2476",-30,0,3
"2477",-30,0,3
"2478",-30,0,3
"2479",-30,0,3
"2480",-30,0,3
"2481",-30,0,3
"2482",-30,0,3
"2483",-30,0,3
"2484",-30,0,3
"2485",-30,0,3
"2486",-30,0,3
"2487",-30,0,3
"2488",-30,0,3
"2489",-30,0,3
"2490",-30,0,3
"2491",-30,0,3
"2492",-30,0,3
"2493",-30,0,3
"2494",-30,0,3
"2495",-30,0,3
"2496",-30,0,3
"2497",-30,0,3
"2498",-30,0,3
"2499",-30,0,3
"2500",-30,0,3
"2501",-20,0,3
"2502",-20,0,3
"2503",-20,0,3
"2504",-20,0,3
"2505",-20,1,3
"2506",-20,0,3
"2507",-20,0,3
"2508",-20,0,3
"2509",-20,0,3
"2510",-20,0,3
"2511",-20,1,3
"2512",-20,0,3
"2513",-20,0,3
"2514",-20,0,3
"2515",-20,0,3
"2516",-20,0,3
"2517",-20,0,3
"2518",-20,0,3
"2519",-20,0,3
"2520",-20,0,3
"2521",-20,0,3
"2522",-20,0,3
"2523",-20,1,3
"2524",-20,0,3
"2525",-20,0,3
"2526",-20,0,3
"2527",-20,0,3
"2528",-20,1,3
"2529",-20,0,3
"2530",-20,0,3
"2531",-20,0,3
"2532",-20,0,3
"2533",-20,0,3
"2534",-20,0,3
"2535",-20,0,3
"2536",-20,0,3
"2537",-20,0,3
"2538",-20,1,3
"2539",-20,0,3
"2540",-20,0,3
"2541",-20,1,3
"2542",-20,0,3
"2543",-20,0,3
"2544",-20,0,3
"2545",-20,1,3
"2546",-20,0,3
"2547",-20,0,3
"2548",-20,1,3
"2549",-20,0,3
"2550",-20,0,3
"2551",-20,0,3
"2552",-20,0,3
"2553",-20,0,3
"2554",-20,0,3
"2555",-20,0,3
"2556",-20,0,3
"2557",-20,0,3
"2558",-20,0,3
"2559",-20,1,3
"2560",-20,0,3
"2561",-20,0,3
"2562",-20,0,3
"2563",-20,0,3
"2564",-20,0,3
"2565",-20,0,3
"2566",-20,0,3
"2567",-20,0,3
"2568",-20,0,3
"2569",-20,0,3
"2570",-20,0,3
"2571",-20,0,3
"2572",-20,0,3
"2573",-20,0,3
"2574",-20,0,3
"2575",-20,0,3
"2576",-20,0,3
"2577",-20,1,3
"2578",-20,0,3
"2579",-20,0,3
"2580",-20,0,3
"2581",-20,0,3
"2582",-20,0,3
"2583",-20,0,3
"2584",-20,0,3
"2585",-20,0,3
"2586",-20,0,3
"2587",-20,0,3
"2588",-20,0,3
"2589",-20,0,3
"2590",-20,0,3
"2591",-20,0,3
"2592",-20,0,3
"2593",-20,1,3
"2594",-20,0,3
"2595",-20,0,3
"2596",-20,0,3
"2597",-20,1,3
"2598",-20,0,3
"2599",-20,0,3
"2600",-20,0,3
"2601",-10,0,3
"2602",-10,0,3
"2603",-10,0,3
"2604",-10,0,3
"2605",-10,0,3
"2606",-10,0,3
"2607",-10,0,3
"2608",-10,0,3
"2609",-10,0,3
"2610",-10,0,3
"2611",-10,0,3
"2612",-10,0,3
"2613",-10,1,3
"2614",-10,0,3
"2615",-10,1,3
"2616",-10,0,3
"2617",-10,0,3
"2618",-10,0,3
"2619",-10,0,3
"2620",-10,0,3
"2621",-10,0,3
"2622",-10,0,3
"2623",-10,0,3
"2624",-10,1,3
"2625",-10,0,3
"2626",-10,0,3
"2627",-10,0,3
"2628",-10,0,3
"2629",-10,0,3
"2630",-10,0,3
"2631",-10,0,3
"2632",-10,0,3
"2633",-10,0,3
"2634",-10,0,3
"2635",-10,0,3
"2636",-10,0,3
"2637",-10,1,3
"2638",-10,0,3
"2639",-10,0,3
"2640",-10,0,3
"2641",-10,0,3
"2642",-10,0,3
"2643",-10,0,3
"2644",-10,0,3
"2645",-10,0,3
"2646",-10,0,3
"2647",-10,0,3
"2648",-10,0,3
"2649",-10,0,3
"2650",-10,0,3
"2651",-10,0,3
"2652",-10,0,3
"2653",-10,1,3
"2654",-10,0,3
"2655",-10,0,3
"2656",-10,0,3
"2657",-10,0,3
"2658",-10,0,3
"2659",-10,0,3
"2660",-10,0,3
"2661",-10,0,3
"2662",-10,0,3
"2663",-10,0,3
"2664",-10,0,3
"2665",-10,0,3
"2666",-10,0,3
"2667",-10,0,3
"2668",-10,1,3
"2669",-10,0,3
"2670",-10,0,3
"2671",-10,0,3
"2672",-10,0,3
"2673",-10,0,3
"2674",-10,0,3
"2675",-10,0,3
"2676",-10,1,3
"2677",-10,0,3
"2678",-10,0,3
"2679",-10,0,3
"2680",-10,0,3
"2681",-10,0,3
"2682",-10,0,3
"2683",-10,0,3
"2684",-10,0,3
"2685",-10,0,3
"2686",-10,0,3
"2687",-10,0,3
"2688",-10,0,3
"2689",-10,0,3
"2690",-10,0,3
"2691",-10,0,3
"2692",-10,0,3
"2693",-10,0,3
"2694",-10,0,3
"2695",-10,0,3
"2696",-10,1,3
"2697",-10,1,3
"2698",-10,0,3
"2699",-10,0,3
"2700",-10,0,3
"2701",0,0,3
"2702",0,0,3
"2703",0,0,3
"2704",0,0,3
"2705",0,0,3
"2706",0,0,3
"2707",0,0,3
"2708",0,0,3
"2709",0,0,3
"2710",0,0,3
"2711",0,0,3
"2712",0,0,3
"2713",0,0,3
"2714",0,0,3
"2715",0,0,3
"2716",0,0,3
"2717",0,0,3
"2718",0,0,3
"2719",0,0,3
"2720",0,1,3
"2721",0,1,3
"2722",0,0,3
"2723",0,0,3
"2724",0,0,3
"2725",0,0,3
"2726",0,0,3
"2727",0,0,3
"2728",0,0,3
"2729",0,0,3
"2730",0,0,3
"2731",0,1,3
"2732",0,0,3
"2733",0,0,3
"2734",0,1,3
"2735",0,0,3
"2736",0,1,3
"2737",0,0,3
"2738",0,0,3
"2739",0,0,3
"2740",0,0,3
"2741",0,0,3
"2742",0,0,3
"2743",0,0,3
"2744",0,0,3
"2745",0,0,3
